carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Premium,G,SI2,58.5,60.0,2268,5.85,5.81,3.41
0.35,Ideal,F,VS2,62.1,56.0,906,4.57,4.54,2.83
2.03,Very Good,G,SI1,61.7,54.0,18507,8.07,8.19,5.02
1.08,Ideal,D,VS1,61.1,56.0,9545,6.59,6.63,4.04
0.49,Ideal,H,SI1,59.9,56.0,1102,5.15,5.18,3.1
0.3,Premium,G,VS1,62.8,59.0,776,4.27,4.23,2.67
1.01,Premium,J,VS2,61.0,61.0,3722,6.28,6.22,3.81
0.55,Ideal,F,VS1,61.4,55.0,1805,5.24,5.28,3.23
0.9,Fair,E,I1,59.9,66.0,2138,6.18,6.14,3.69
1.63,Premium,G,SI2,62.5,57.0,9730,7.57,7.54,4.72
1.2,Very Good,H,SI1,63.5,58.0,5443,6.69,6.73,4.26
0.3,Good,G,VS1,63.6,54.0,776,4.31,4.25,2.72
0.31,Very Good,G,SI2,62.3,57.0,408,4.33,4.37,2.71
0.76,Ideal,E,VS2,61.5,56.0,3249,5.89,5.92,3.63
0.73,Ideal,I,VS2,61.6,54.0,2327,5.81,5.84,3.59
0.52,Ideal,G,VS1,62.7,56.0,1815,5.16,5.14,3.23
0.51,Ideal,D,VS2,61.7,56.0,1633,5.12,5.15,3.17
0.5,Fair,H,VS2,62.4,69.0,1122,5.07,4.99,3.14
0.41,Fair,I,VS1,65.3,58.0,735,4.62,4.66,3.03
0.8,Ideal,I,VS2,62.6,54.0,2694,5.93,5.96,3.72
1.02,Good,H,SI2,61.4,60.0,4521,6.44,6.49,3.97
2.54,Very Good,I,SI2,62.4,60.0,17996,8.58,8.73,5.4
1.51,Very Good,I,SI2,60.6,60.2,7441,7.32,7.37,4.45
0.4,Very Good,D,SI1,63.5,55.0,924,4.72,4.67,2.98
0.3,Ideal,F,VVS1,62.0,58.0,814,4.26,4.29,2.65
1.06,Ideal,F,SI1,61.9,57.0,5834,6.57,6.54,4.06
0.9,Premium,H,SI2,62.4,61.0,3105,6.11,6.03,3.79
0.84,Ideal,G,SI2,62.3,55.0,2879,6.08,6.03,3.77
1.34,Ideal,G,VVS1,62.2,56.0,11640,7.11,7.04,4.4
0.5,Very Good,F,VS2,60.6,59.0,1333,5.03,5.13,3.08
0.36,Ideal,H,IF,61.9,57.0,1013,4.6,4.55,2.83
1.05,Good,I,VS2,63.1,58.0,4529,6.42,6.47,4.07
1.01,Ideal,G,VS2,60.1,55.0,6512,6.53,6.58,3.94
0.67,Very Good,G,VS2,60.4,61.0,2080,5.61,5.64,3.4
0.31,Good,E,SI1,63.7,57.0,544,4.29,4.31,2.74
1.21,Ideal,F,SI2,61.8,57.0,5996,6.82,6.87,4.23
1.2,Premium,G,SI1,62.3,59.0,6586,6.84,6.75,4.23
1.24,Premium,G,VVS2,59.9,60.0,10202,6.98,7.0,4.19
0.51,Good,D,VS2,60.1,65.0,1430,5.14,5.17,3.1
0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23
0.3,Ideal,F,IF,62.0,56.0,886,4.31,4.33,2.68
1.2,Ideal,H,VS2,62.6,56.0,6586,6.76,6.73,4.22
0.51,Ideal,E,VS1,62.7,56.0,1758,5.14,5.1,3.21
0.85,Ideal,J,VS2,61.7,55.0,2442,6.08,6.11,3.76
0.37,Very Good,E,VS1,60.2,56.0,925,4.68,4.71,2.83
0.7,Good,H,SI2,62.8,57.0,1790,5.58,5.66,3.53
1.02,Premium,F,SI2,62.7,59.0,4151,6.38,6.45,4.02
0.31,Ideal,D,SI1,61.4,55.0,571,4.35,4.38,2.68
0.7,Ideal,G,VS2,61.8,57.0,2929,5.68,5.71,3.52
0.34,Premium,E,SI2,62.4,59.0,612,4.46,4.42,2.77
0.5,Ideal,G,VS1,62.6,57.0,1569,5.05,5.08,3.17
2.04,Ideal,G,SI1,61.9,58.0,18153,8.12,8.16,5.04
1.5,Very Good,J,VS1,62.2,58.0,8014,7.19,7.27,4.5
0.42,Very Good,H,SI1,62.9,57.0,700,4.76,4.84,3.02
0.9,Good,E,VVS1,63.4,60.0,7214,6.06,6.11,3.86
1.01,Ideal,E,SI2,61.9,56.0,4832,6.43,6.46,3.99
0.88,Ideal,E,VS2,61.4,56.0,5595,6.15,6.17,3.78
0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
0.71,Very Good,G,VS1,63.3,56.0,2494,5.67,5.64,3.58
0.5,Ideal,D,SI1,60.9,57.0,1563,5.11,5.13,3.12
0.4,Ideal,E,VVS2,61.8,55.0,1158,4.74,4.78,2.94
1.6,Premium,G,SI1,62.4,61.0,11189,7.43,7.4,4.63
0.42,Premium,G,VS2,60.6,59.0,847,4.78,4.85,2.92
0.54,Good,G,VS2,56.9,62.0,1637,5.42,5.4,3.08
0.31,Good,F,SI1,63.1,57.0,516,4.28,4.31,2.71
1.08,Ideal,G,SI1,61.4,56.0,4771,6.62,6.6,4.06
0.37,Premium,E,SI1,61.8,58.0,833,4.64,4.59,2.85
1.17,Good,G,SI2,63.6,62.0,4010,6.65,6.55,4.2
1.51,Premium,F,SI1,62.2,59.0,11607,7.34,7.3,4.55
0.3,Premium,D,SI2,61.2,57.0,574,4.33,4.3,2.64
0.73,Ideal,E,SI1,61.4,56.0,2886,5.79,5.81,3.56
0.57,Ideal,G,VVS1,60.9,56.0,2612,5.37,5.41,3.28
0.46,Premium,E,VS2,61.3,57.0,1156,5.02,4.99,3.07
1.07,Very Good,G,VS1,61.2,55.0,6780,6.63,6.67,4.07
0.53,Ideal,F,VVS2,61.9,56.0,2160,5.18,5.22,3.22
1.0,Premium,H,VS2,62.6,59.0,5320,6.37,6.31,3.97
0.61,Good,F,VS1,61.9,60.0,2076,5.39,5.41,3.34
0.31,Very Good,F,SI2,63.0,58.0,408,4.34,4.36,2.74
1.04,Very Good,G,SI2,60.9,58.0,4200,6.52,6.58,3.99
0.91,Very Good,G,SI1,63.5,61.0,3710,6.1,6.05,3.86
1.01,Ideal,E,VS2,61.9,57.0,7013,6.43,6.37,3.96
0.33,Ideal,F,VVS2,61.3,56.0,1040,4.46,4.44,2.73
2.04,Premium,I,I1,61.1,61.0,7403,8.25,8.12,5.0
0.53,Ideal,F,VS2,61.2,56.0,1655,5.22,5.25,3.2
1.52,Very Good,F,SI1,61.4,59.0,11776,7.39,7.46,4.56
2.02,Good,I,VS1,65.5,57.0,15765,7.88,7.96,5.19
0.3,Ideal,G,VS1,62.5,57.0,776,4.32,4.29,2.69
2.14,Premium,G,SI2,60.4,59.0,17513,8.32,8.38,5.04
0.3,Very Good,G,VS2,62.6,62.0,491,4.21,4.25,2.65
1.23,Good,H,SI1,63.7,59.0,5490,6.76,6.71,4.29
1.04,Premium,H,VS2,61.2,59.0,5561,6.57,6.51,4.0
0.31,Premium,D,VVS1,62.1,59.0,942,4.38,4.32,2.7
0.35,Very Good,H,SI1,63.1,58.0,630,4.51,4.46,2.83
1.02,Premium,G,SI1,60.8,58.0,4633,6.46,6.5,3.94
0.32,Ideal,G,SI1,62.6,55.0,571,4.41,4.38,2.75
0.54,Ideal,D,SI1,62.4,57.0,1786,5.23,5.19,3.25
0.71,Very Good,F,I1,63.2,55.0,1448,5.64,5.57,3.54
1.0,Very Good,F,VS1,62.9,56.0,6468,6.38,6.43,4.03
1.01,Good,F,SI2,63.8,57.0,3597,6.36,6.31,4.04
1.24,Premium,J,SI2,62.2,58.0,4666,6.94,6.82,4.28
1.02,Fair,F,SI1,64.8,59.0,5255,6.33,6.23,4.07
0.9,Good,H,SI2,62.7,64.0,2883,6.09,6.0,3.79
1.01,Premium,H,VS2,61.3,58.0,5028,6.46,6.49,3.97
0.73,Ideal,G,SI2,61.8,56.0,2210,5.76,5.8,3.57
0.33,Ideal,E,VVS1,61.7,56.0,1052,4.48,4.46,2.76
0.72,Premium,F,VVS1,62.8,58.0,3689,5.75,5.68,3.59
0.34,Ideal,G,VS2,61.0,55.0,628,4.56,4.58,2.79
0.35,Ideal,E,VVS1,61.8,56.0,967,4.53,4.5,2.79
0.67,Premium,G,SI1,60.5,60.0,1914,5.69,5.65,3.43
0.5,Very Good,G,VS1,61.0,58.0,1694,5.08,5.15,3.12
0.32,Ideal,F,VVS2,61.2,55.0,800,4.43,4.46,2.72
0.74,Premium,D,VS1,62.7,56.0,3365,5.8,5.77,3.63
0.3,Good,H,VVS1,63.4,55.0,684,4.28,4.3,2.72
1.06,Ideal,I,VS2,62.3,56.0,4530,6.56,6.51,4.07
1.0,Ideal,E,SI2,61.9,56.0,4760,6.43,6.4,3.97
0.31,Ideal,D,VVS2,61.0,56.0,853,4.37,4.39,2.67
0.78,Ideal,F,SI1,62.4,54.0,2700,5.95,5.9,3.7
0.4,Premium,D,SI2,62.4,58.0,855,4.73,4.69,2.94
0.56,Ideal,E,VS1,61.2,56.0,2085,5.3,5.34,3.26
0.31,Premium,G,VVS1,61.2,59.0,1046,4.34,4.32,2.65
0.42,Ideal,G,VVS1,62.8,55.0,1245,4.78,4.8,3.01
0.42,Very Good,D,VVS2,62.8,59.0,1185,4.73,4.76,2.98
0.52,Ideal,E,SI1,61.6,55.0,1555,5.16,5.19,3.19
0.95,Very Good,H,SI2,59.0,59.0,3335,6.38,6.51,3.77
1.6,Ideal,I,SI1,62.0,55.0,9376,7.53,7.59,4.69
0.51,Ideal,F,VS2,61.6,57.0,1661,5.14,5.15,3.17
0.3,Premium,D,VS2,62.9,58.0,911,4.26,4.23,2.67
0.51,Premium,E,VVS2,61.0,61.0,2060,5.17,5.13,3.14
1.63,Very Good,G,SI2,62.5,57.0,9556,7.54,7.57,4.72
1.2,Ideal,G,SI1,61.5,54.0,6160,6.85,6.87,4.22
0.9,Premium,F,SI2,62.2,61.0,3507,6.08,6.04,3.77
0.7,Ideal,F,VS2,61.4,56.0,3064,5.72,5.75,3.52
0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
0.53,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2
0.24,Very Good,E,VVS2,63.4,57.0,485,3.95,3.97,2.51
0.32,Very Good,F,VS2,60.8,58.0,645,4.41,4.44,2.69
1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
0.37,Very Good,G,VS1,61.5,58.0,746,4.57,4.6,2.82
2.06,Good,I,SI1,59.0,64.0,14920,8.39,8.13,4.89
0.9,Good,G,VS1,63.7,56.0,4540,6.07,6.15,3.89
0.31,Premium,F,VVS1,59.9,59.0,940,4.45,4.43,2.66
1.1,Premium,I,SI2,59.3,62.0,3271,6.75,6.7,3.99
0.37,Very Good,G,VS1,63.1,56.0,957,4.59,4.57,2.89
0.31,Very Good,E,SI1,63.2,59.0,698,4.31,4.24,2.7
0.5,Ideal,E,VS1,62.7,57.0,1591,5.01,5.03,3.15
1.22,Ideal,F,VS1,62.3,57.0,10100,6.83,6.79,4.24
1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12
0.32,Premium,G,VS1,62.1,58.0,645,4.37,4.39,2.72
2.03,Good,H,SI2,59.6,61.0,14720,8.16,8.21,4.88
0.71,Very Good,G,SI2,61.3,58.0,2081,5.73,5.75,3.52
1.0,Premium,F,SI2,61.7,58.0,3858,6.36,6.32,3.91
1.04,Premium,H,SI1,58.7,61.0,4980,6.62,6.57,3.87
0.4,Premium,G,SI1,59.2,61.0,900,4.81,4.78,2.84
1.22,Premium,I,SI2,62.5,58.0,5226,6.8,6.76,4.24
1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86
0.71,Premium,F,VS2,60.8,58.0,2694,5.79,5.76,3.51
0.71,Good,F,VS2,63.6,58.0,2494,5.67,5.62,3.59
0.31,Premium,D,VS2,61.7,59.0,734,4.31,4.34,2.67
0.35,Ideal,D,SI1,62.7,56.0,827,4.51,4.49,2.82
0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89
1.0,Fair,E,SI2,65.1,59.0,3575,6.3,6.23,4.08
0.32,Premium,H,VVS2,62.2,58.0,773,4.38,4.33,2.71
0.43,Ideal,H,VVS1,61.7,56.0,987,4.86,4.9,3.01
1.21,Very Good,H,VS2,62.8,57.0,6684,6.77,6.82,4.27
0.37,Ideal,D,VVS1,62.0,56.0,1292,4.6,4.59,2.85
0.32,Ideal,I,VS1,61.7,55.6,529,4.41,4.43,2.73
0.81,Premium,F,SI1,60.3,59.0,3097,5.98,6.05,3.63
0.9,Ideal,E,SI1,61.7,57.0,4940,6.21,6.24,3.84
0.9,Very Good,E,SI1,63.6,57.0,3863,6.08,6.12,3.88
0.4,Premium,D,VVS2,60.4,59.0,1263,4.76,4.77,2.88
0.51,Ideal,G,VS1,62.2,55.0,1781,5.14,5.11,3.19
0.3,Premium,E,VS2,62.2,60.0,844,4.28,4.24,2.65
0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72
0.51,Very Good,I,SI1,63.1,56.0,1052,5.14,5.06,3.22
0.5,Premium,E,VS2,61.0,59.0,1583,5.13,5.07,3.11
0.32,Premium,E,SI1,60.1,60.0,720,4.47,4.42,2.67
1.58,Premium,D,SI1,60.2,58.0,13329,7.6,7.46,4.56
1.05,Ideal,I,VS2,60.3,57.0,5697,6.57,6.63,3.98
1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63
0.89,Premium,H,VS1,60.5,59.0,3489,6.22,6.17,3.75
0.93,Very Good,G,SI1,61.5,57.0,4111,6.23,6.33,3.86
1.52,Good,G,SI2,63.0,61.0,8280,7.25,7.28,4.58
1.01,Ideal,E,SI2,61.2,54.0,4666,6.49,6.52,3.98
0.38,Very Good,G,SI1,62.0,54.8,755,4.64,4.67,2.89
2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04
0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
0.72,Very Good,I,VVS2,61.7,55.0,2532,5.76,5.81,3.57
0.81,Premium,D,SI1,60.7,58.0,3135,6.07,5.99,3.66
1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97
0.34,Ideal,H,VS2,61.2,55.0,517,4.49,4.53,2.76
0.73,Good,F,VVS2,58.2,63.0,3166,5.87,6.01,3.46
1.51,Very Good,F,SI1,62.4,55.0,11190,7.28,7.34,4.56
0.31,Premium,F,VVS1,59.2,62.0,997,4.41,4.34,2.59
1.32,Very Good,F,VVS2,61.6,61.0,12736,6.97,7.02,4.31
1.26,Ideal,H,VVS2,61.8,56.0,8941,6.9,6.93,4.28
0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
1.03,Ideal,G,SI1,60.9,57.0,5037,6.54,6.5,3.97
0.9,Very Good,F,VS2,63.4,57.0,4637,6.19,6.08,3.89
0.4,Good,D,VS2,63.5,56.0,786,4.66,4.72,2.98
0.3,Ideal,I,IF,62.0,57.0,615,4.28,4.3,2.66
1.23,Premium,I,VS2,61.1,60.0,6206,6.95,6.89,4.23
1.03,Very Good,G,VS1,60.7,58.0,6628,6.5,6.55,3.96
0.9,Very Good,D,SI1,62.8,59.0,4466,6.12,6.18,3.86
2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18
0.56,Ideal,E,VS2,60.7,57.0,1819,5.31,5.34,3.23
0.72,Premium,G,SI1,61.3,56.0,2316,5.79,5.76,3.54
1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53
0.72,Ideal,D,VS2,62.6,58.0,3495,5.7,5.73,3.58
0.91,Ideal,H,VS1,60.8,58.0,4939,6.27,6.32,3.83
1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16
0.36,Very Good,G,SI1,61.2,63.0,537,4.56,4.59,2.8
1.07,Ideal,G,VS2,62.2,57.0,6471,6.55,6.53,4.07
0.23,Very Good,G,VVS1,62.0,56.0,484,3.95,3.98,2.46
2.01,Very Good,J,SI1,59.3,62.0,12257,8.15,8.2,4.85
0.76,Ideal,J,VS1,61.9,54.0,2307,5.88,5.84,3.63
1.0,Good,H,SI2,63.9,55.0,3584,6.41,6.34,4.07
0.43,Very Good,G,VS2,61.0,56.0,844,4.87,4.89,2.98
0.32,Very Good,F,VVS1,61.5,57.0,886,4.38,4.41,2.7
0.73,Premium,G,SI1,62.0,58.0,2163,5.75,5.8,3.58
1.01,Ideal,D,SI2,61.2,56.0,4753,6.41,6.46,3.94
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49
2.09,Premium,H,SI1,60.5,61.0,12063,8.32,8.25,5.01
1.11,Good,J,SI1,63.6,58.0,3846,6.48,6.57,4.15
0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66
1.2,Ideal,G,VVS2,61.2,56.0,10846,6.92,6.89,4.23
1.34,Very Good,D,SI2,62.3,59.0,7230,6.99,7.03,4.37
1.04,Ideal,F,SI1,61.4,56.0,5663,6.52,6.58,4.02
1.5,Premium,H,SI2,61.5,58.0,6132,7.38,7.32,4.52
0.4,Ideal,F,IF,62.3,57.0,1292,4.69,4.71,2.93
1.12,Ideal,D,SI1,61.2,58.0,7145,6.65,6.68,4.08
0.8,Ideal,G,VS1,61.1,58.0,3578,5.96,6.03,3.66
0.32,Ideal,D,SI2,62.4,54.0,477,4.38,4.4,2.74
0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72
0.62,Premium,E,VVS1,61.9,59.0,3073,5.62,5.5,3.44
1.0,Very Good,F,VS2,63.4,58.0,6818,6.3,6.39,4.02
0.32,Ideal,H,VVS1,61.6,54.0,708,4.42,4.45,2.73
1.1,Premium,H,SI1,62.0,58.0,5267,6.68,6.6,4.12
0.77,Fair,I,VS1,65.1,57.0,2184,5.65,5.77,3.72
0.41,Ideal,D,VVS2,62.3,57.0,1356,4.76,4.74,2.96
1.01,Premium,I,VVS1,62.0,59.0,4989,6.39,6.32,3.94
1.07,Premium,D,VS1,62.0,60.0,8359,6.55,6.49,4.04
1.2,Very Good,I,SI1,62.4,59.0,5816,6.73,6.79,4.22
0.56,Ideal,H,IF,61.3,56.0,2135,5.32,5.35,3.27
1.01,Good,E,SI1,59.3,64.0,4399,6.47,6.49,3.84
1.01,Very Good,H,SI1,59.8,61.0,4680,6.54,6.51,3.9
0.57,Very Good,G,VS1,59.9,57.0,1934,5.38,5.47,3.25
1.13,Ideal,I,VS2,62.2,55.0,5165,6.69,6.67,4.15
0.38,Premium,G,SI1,61.4,61.0,855,4.66,4.62,2.85
0.5,Ideal,J,VS1,62.5,57.0,1082,5.06,5.09,3.17
0.32,Ideal,F,VS1,61.3,56.0,702,4.4,4.44,2.71
2.0,Premium,I,VS2,60.7,60.0,16544,8.02,8.07,4.88
0.3,Ideal,G,SI2,61.8,57.0,422,4.31,4.33,2.67
0.9,Ideal,H,SI2,61.5,56.0,3770,6.24,6.18,3.82
0.58,Fair,D,SI2,65.1,58.0,1156,5.25,5.22,3.41
1.05,Ideal,I,VS2,62.2,56.0,3428,6.52,6.5,4.05
0.31,Very Good,F,VS1,61.0,57.5,679,4.37,4.39,2.67
0.53,Very Good,E,VS2,61.6,57.0,1721,5.18,5.21,3.2
0.3,Ideal,G,VVS2,61.0,57.0,665,4.31,4.34,2.64
0.55,Ideal,E,VS2,60.3,57.0,1596,5.28,5.3,3.19
0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92
0.61,Ideal,E,VVS2,62.4,53.9,2907,5.42,5.43,3.38
0.3,Premium,E,SI1,59.5,58.0,675,4.42,4.39,2.62
0.57,Very Good,D,SI1,61.1,56.0,1754,5.33,5.38,3.27
2.0,Very Good,I,SI1,59.8,59.0,15053,8.12,8.17,4.87
1.0,Ideal,H,SI1,60.3,56.0,4788,6.54,6.52,3.94
0.57,Good,I,SI1,63.3,56.0,1072,5.27,5.29,3.34
0.49,Ideal,H,SI2,60.7,56.0,1190,5.13,5.18,3.13
0.71,Ideal,E,SI2,58.7,57.0,2340,5.89,5.86,3.44
0.34,Good,G,VVS2,58.0,61.0,826,4.56,4.58,2.65
0.5,Fair,D,VVS1,65.9,64.0,1792,4.92,5.03,3.28
0.72,Very Good,F,SI1,63.1,55.0,2333,5.75,5.7,3.61
0.33,Premium,E,SI1,60.6,60.0,743,4.44,4.41,2.68
1.05,Very Good,E,SI1,62.2,56.0,5494,6.49,6.56,4.06
0.66,Good,G,VS1,59.6,60.2,2275,5.66,5.71,3.38
1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
1.59,Very Good,G,SI1,62.3,60.0,11613,7.42,7.49,4.64
1.24,Very Good,I,SI1,60.0,59.0,5584,6.98,7.01,4.2
1.01,Premium,H,VS2,61.5,59.0,5400,6.49,6.48,3.99
0.71,Ideal,D,SI1,61.2,53.0,2531,5.8,5.76,3.54
0.51,Ideal,H,SI1,62.1,55.0,1331,5.17,5.15,3.2
0.91,Fair,F,I1,67.0,62.0,1570,5.97,5.89,3.98
0.5,Good,F,SI1,63.1,61.0,1043,5.06,4.98,3.17
2.11,Very Good,G,SI2,62.2,60.0,16188,8.15,8.19,5.08
0.75,Premium,H,VS2,60.8,57.0,2484,5.9,5.87,3.58
0.4,Good,E,SI1,63.2,56.0,687,4.65,4.69,2.95
0.7,Fair,F,VS1,64.5,57.0,2381,5.65,5.58,3.62
0.94,Premium,G,SI1,61.9,57.0,4106,6.29,6.24,3.88
0.55,Ideal,F,SI2,62.3,57.0,1263,5.27,5.22,3.27
0.42,Ideal,E,SI2,62.4,55.0,700,4.77,4.81,2.99
1.69,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81
0.3,Premium,E,SI1,62.5,59.0,675,4.3,4.28,2.68
1.01,Very Good,F,SI2,62.8,58.0,4119,6.31,6.36,3.98
1.16,Ideal,I,VS2,60.1,62.0,5587,6.83,6.78,4.09
0.3,Ideal,F,VVS1,62.4,57.0,790,4.25,4.28,2.66
0.3,Very Good,G,VVS2,63.2,57.0,878,4.28,4.23,2.69
0.3,Premium,E,VS2,61.7,61.0,844,4.31,4.28,2.65
0.27,Very Good,G,VVS1,62.5,56.0,566,4.14,4.16,2.59
0.96,Good,G,SI1,57.6,59.0,4234,6.53,6.56,3.77
0.52,Ideal,G,VS1,62.8,55.0,1694,5.16,5.13,3.23
0.25,Very Good,E,VVS1,59.7,58.0,575,4.13,4.14,2.47
0.71,Ideal,D,VS1,60.4,60.0,3576,5.77,5.82,3.5
1.03,Ideal,D,SI1,62.3,56.0,5249,6.51,6.45,4.04
0.33,Ideal,G,IF,61.8,55.0,984,4.45,4.48,2.76
0.55,Premium,E,SI2,61.9,58.0,1185,5.2,5.24,3.23
0.64,Good,D,SI1,57.7,57.0,1838,5.69,5.75,3.3
0.31,Ideal,F,IF,62.3,54.0,914,4.37,4.39,2.73
0.29,Ideal,G,IF,61.3,56.0,721,4.26,4.29,2.62
1.0,Very Good,D,SI2,64.7,57.0,4541,6.29,6.36,4.09
0.35,Ideal,E,SI1,61.2,57.0,788,4.56,4.52,2.78
0.71,Very Good,E,SI2,62.2,58.0,2423,5.65,5.7,3.53
1.05,Premium,H,SI2,63.0,57.0,3822,6.47,6.42,4.06
0.3,Premium,I,VS1,60.5,60.0,608,4.33,4.3,2.61
0.51,Good,F,SI1,64.0,57.0,1186,5.01,5.06,3.22
2.23,Premium,J,VS2,61.0,58.0,14867,8.39,8.36,5.11
0.7,Premium,F,SI2,60.6,57.0,1806,5.81,5.74,3.5
0.31,Ideal,H,VS2,62.1,55.0,513,4.34,4.36,2.7
0.72,Ideal,G,SI2,61.6,54.0,2170,5.78,5.82,3.57
0.5,Ideal,H,VS2,61.5,56.0,1626,5.11,5.13,3.15
0.51,Good,D,SI1,58.7,58.0,1363,5.21,5.25,3.07
1.12,Ideal,D,I1,60.6,55.0,4215,6.76,6.73,4.09
0.5,Premium,E,SI2,59.5,59.0,1240,5.19,5.16,3.08
1.15,Very Good,H,SI2,61.9,57.0,4654,6.68,6.72,4.15
1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
0.68,Good,F,VS1,60.0,60.8,2516,5.67,5.71,3.41
1.01,Very Good,F,SI1,59.5,62.0,4899,6.45,6.53,3.86
1.02,Very Good,E,SI2,62.8,55.0,4398,6.4,6.43,4.03
0.41,Ideal,E,VVS1,62.1,56.0,1057,4.76,4.78,2.96
0.51,Ideal,E,VS2,62.6,55.0,1781,5.11,5.08,3.19
0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
1.01,Premium,H,SI1,61.9,59.0,4191,6.35,6.32,3.92
0.32,Ideal,G,VS2,61.5,57.0,561,4.4,4.41,2.71
1.24,Ideal,H,VS1,63.0,55.0,5055,6.84,6.81,4.3
1.21,Ideal,F,VVS1,62.0,58.0,12613,6.82,6.86,4.24
1.2,Very Good,G,SI1,62.8,57.0,6526,6.68,6.73,4.21
0.44,Ideal,D,SI1,62.4,57.0,883,4.86,4.89,3.04
0.37,Premium,H,VS1,60.9,60.0,833,4.63,4.6,2.81
1.21,Very Good,I,SI2,59.9,58.0,4791,6.91,6.94,4.15
1.04,Ideal,E,SI2,62.0,55.0,4804,6.48,6.51,4.03
0.72,Ideal,E,SI1,62.5,55.0,2897,5.69,5.74,3.57
1.15,Ideal,F,SI2,60.6,58.0,5635,6.75,6.79,4.1
1.2,Premium,H,SI2,59.6,60.0,4906,6.91,6.84,4.1
0.7,Very Good,H,VS2,61.8,58.0,2567,5.64,5.68,3.5
0.41,Very Good,E,VVS2,59.9,60.0,1233,4.8,4.82,2.88
0.36,Ideal,D,VVS2,61.0,56.0,1126,4.57,4.61,2.8
0.59,Very Good,G,VS2,62.8,59.0,1623,5.28,5.33,3.33
0.3,Fair,E,VS1,64.5,56.0,799,4.26,4.2,2.73
1.55,Premium,J,VS1,62.6,59.0,8749,7.4,7.35,4.62
0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
0.34,Premium,H,VVS1,61.5,60.0,995,4.49,4.45,2.75
0.38,Ideal,H,SI1,61.5,56.0,680,4.67,4.69,2.88
1.2,Premium,G,SI1,62.2,58.0,5154,6.8,6.7,4.2
0.9,Very Good,E,SI2,63.1,54.0,3084,6.2,6.17,3.9
0.93,Very Good,G,VS1,62.1,59.0,4879,6.16,6.21,3.84
1.64,Ideal,E,SI1,60.7,55.0,9801,7.67,7.64,4.65
1.15,Ideal,H,SI2,62.0,56.0,4959,6.75,6.68,4.16
0.39,Premium,G,VS2,61.2,60.0,1009,4.73,4.68,2.88
1.32,Premium,F,VS1,61.7,59.0,11177,6.99,6.95,4.3
0.31,Very Good,G,SI1,61.8,55.0,490,4.35,4.38,2.69
0.32,Ideal,F,VS2,62.4,55.0,828,4.43,4.41,2.76
0.32,Very Good,D,SI1,63.3,57.0,756,4.38,4.37,2.77
0.4,Premium,I,VS1,62.9,59.0,945,4.73,4.68,2.96
1.0,Fair,H,SI1,65.5,57.0,3511,6.26,6.21,4.08
1.01,Premium,F,SI2,62.4,58.0,4497,6.41,6.37,3.99
1.01,Very Good,G,VS1,62.5,56.0,6846,6.36,6.4,3.99
1.08,Premium,G,VS2,59.4,59.0,6532,6.75,6.68,3.99
0.31,Ideal,G,VVS1,61.0,56.0,789,4.36,4.4,2.67
0.56,Ideal,E,VS2,60.9,56.0,1819,5.32,5.35,3.25
0.74,Ideal,I,VS2,61.9,55.0,2997,5.8,5.83,3.6
0.31,Good,G,VS2,63.1,56.0,544,4.31,4.37,2.74
0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34
0.32,Ideal,E,VS1,61.7,56.0,758,4.39,4.42,2.72
0.72,Ideal,F,VS1,61.8,56.0,3489,5.72,5.77,3.55
2.0,Premium,H,SI1,59.8,60.0,14126,8.04,8.01,4.8
0.5,Premium,E,VS1,62.8,59.0,1775,5.09,5.0,3.17
